features,label
"[-3.92828461e+02  2.93974094e+01 -5.33810091e+00 -1.17007942e+01
  1.68841481e-01 -7.86172342e+00 -1.86920376e+01 -4.54228544e+00
 -1.14242115e+01  3.72907138e+00 -9.62575245e+00  1.07498455e+01
 -2.19988012e+00  9.15016747e+00 -9.87421751e-01 -4.61778313e-01
 -1.58348465e+00 -4.10874748e+00 -3.13178182e+00 -1.09573345e+01
 -8.45847547e-01  1.29712467e+01  6.04810190e+00  2.54589348e+01
  2.50711479e+01  2.27847118e+01  1.45906477e+01  1.07463961e+01
 -3.32964271e-01  8.01649570e+00  2.21579194e+00  8.12847519e+00
  7.16277838e+00 -9.44356441e-01 -2.08114997e-01  3.11418748e+00
  2.50839945e-02  5.25677347e+00  4.70804513e-01  1.26444662e+00]",angry
"[-3.8260672e+02  5.4720341e+01  1.6925009e+00 -1.3119650e+01
 -2.1638914e+01 -2.6154151e+00 -1.7866943e+01  2.9518497e+00
 -1.3916310e+01  4.5197418e-01 -1.0380480e+01  3.1090980e+00
 -5.6544547e+00  7.2009182e+00 -1.0074233e+00 -1.3223025e+00
 -1.5707682e+00 -5.2946812e-01 -4.8309464e+00 -1.4485995e+01
 -3.6250689e+00  3.0965660e+00 -1.9870833e+00  1.6826979e+01
  2.2364641e+01  2.6759176e+01  2.1466757e+01  1.9752312e+01
  3.7308900e+00  6.0097833e+00  2.8669717e+00  5.3803029e+00
  5.4082847e+00 -3.2582301e-01  4.5324335e+00  3.2174077e+00
  1.8035485e+00  5.9509554e+00 -1.4275277e+00  2.0609972e+00]",angry
"[-3.72541870e+02  5.03243828e+01 -1.42494030e+01 -3.26560364e+01
 -1.23784332e+01  5.18828440e+00 -1.63642216e+01 -1.93440080e+00
 -1.72316532e+01 -1.31514585e+00 -1.23695440e+01  1.28394928e+01
 -1.59566176e+00  9.09075451e+00 -3.06207871e+00 -4.92901182e+00
 -3.85191011e+00 -9.54695225e+00 -3.85330796e+00 -5.96216917e+00
 -3.30806518e+00  1.34198065e+01  6.23902941e+00  1.75869560e+01
  2.17194214e+01  1.76103210e+01  1.40552940e+01  1.44272089e+01
  3.88386941e+00  1.06605310e+01  7.36027050e+00  9.58779907e+00
  7.25601816e+00 -6.99328244e-01 -2.73878247e-01 -2.24217832e-01
  2.64978909e+00  9.14433670e+00 -4.18387562e-01  4.13410932e-01]",angry
"[-3.9330206e+02  4.1674404e+01 -1.3304797e+01 -2.1840408e+01
  8.5337013e-01  4.8129163e+00 -1.9542747e+01  2.8059938e+00
 -1.1157097e+01  3.4353176e-01 -1.0477162e+01  4.6459599e+00
 -3.7510402e+00  1.1932436e+01  1.2598927e+00  3.6280606e+00
 -1.1381164e+00  1.5856632e+00 -5.1032495e-01 -1.1403242e+01
 -8.2929647e-01  2.2935579e+00 -5.3266425e+00  7.4956899e+00
  1.1505490e+01  2.0251316e+01  2.3589617e+01  2.6324850e+01
  1.4026579e+01  1.1368719e+01  2.6074350e+00  5.9668112e+00
  4.6526437e+00  4.5830011e+00  1.2993377e+00  2.7670404e-01
 -4.9178142e-02  4.3659525e+00  1.6535197e+00  3.8534074e+00]",angry
"[-4.2052698e+02  3.7226765e+01 -5.8174467e+00  3.5538414e-01
 -4.6896800e-01  1.0420874e+01 -2.4315516e+01 -1.1971377e+01
 -1.3003542e+01 -3.2325377e+00 -2.9168298e+00  1.5741605e+00
  6.3813572e+00  5.5790505e+00  4.4289913e+00 -2.2183962e+00
 -1.2794467e+00  1.9874637e+00 -2.9545493e+00 -8.8984671e+00
 -8.2340914e-01  2.7657425e+00 -3.5433190e+00  9.6422062e+00
  5.6365132e+00  1.7701061e+01  1.6988827e+01  2.2779980e+01
  1.8983952e+01  1.7868076e+01  4.9131732e+00  4.4203477e+00
  4.9754829e+00  1.4164377e+00  6.8395829e+00  5.2153540e+00
  1.4033566e+00  3.7802134e+00 -7.1881735e-01  3.5961866e+00]",angry
"[-4.2485941e+02  4.7515179e+01 -9.9619665e+00 -1.7248669e+01
 -2.6205009e-01  6.1027193e+00 -1.6829332e+01  1.8729450e+00
 -1.5380994e+01 -2.4166765e+00 -9.0863543e+00  1.5621679e+01
  1.3217605e+00  7.3310919e+00 -1.7235967e+00  2.7754140e+00
 -5.3616176e+00 -4.4038925e+00 -2.4506757e+00 -1.0887514e+01
 -9.7264540e-01  3.1492682e+00 -4.2825346e+00  6.2053685e+00
  1.1217004e+01  1.6459093e+01  1.6956564e+01  2.2004152e+01
  1.7627638e+01  2.0954515e+01  1.0403879e+01  1.0344942e+01
  1.8802247e+00  1.5778570e+00  6.0565939e+00  7.6376599e-01
  1.8097464e+00  7.0573778e+00  1.5451281e+00  6.7608433e+00]",angry
"[-4.0358325e+02  4.3652508e+01  3.1689405e+00 -1.1863294e+00
 -7.1382427e+00  9.4039345e+00 -1.6118376e+01 -1.3673854e+01
 -1.7819580e+01 -1.0813365e+01 -4.4155517e+00  1.7956944e-01
  1.2952833e+00 -2.2636388e-01  3.2140758e+00  1.4822563e+00
 -3.2771587e+00 -1.3170028e-01 -5.6220427e+00 -2.8469670e+00
 -8.2293234e+00 -2.3380992e+00  1.3187745e+00  1.5208243e+01
  1.9334309e+01  3.2662395e+01  1.9929958e+01  2.0231398e+01
  6.1878896e+00  1.1001617e+00  1.3819456e+00  4.3640471e+00
  4.4077435e+00  3.3424718e+00  5.9956436e+00  1.8938172e+00
  2.6709785e+00  9.6878290e+00 -1.7212644e+00 -1.7165467e+00]",angry
"[-4.0613156e+02  4.9718128e+01 -1.4577136e+01 -1.3358050e+01
 -3.7136703e+00  4.3123293e+00 -2.1102852e+01  1.1844604e+00
 -9.9229374e+00  1.1027403e+00 -8.3189240e+00  6.3875580e+00
 -4.5222392e+00  4.5244198e+00  7.8362316e-01  2.9081044e+00
 -1.6924469e+00 -3.6748183e+00 -2.8813808e+00 -7.3181453e+00
  4.3280854e+00  1.0581311e+01  1.3198481e+01  2.8153477e+01
  2.2971710e+01  2.0259226e+01  1.0882023e+01  3.7152705e+00
  2.0408669e+00  7.0951934e+00  6.1441913e+00  6.8645606e+00
  1.7971609e+00 -3.1837239e+00  2.0381896e+00  2.4885850e+00
  2.0646057e+00  3.6955383e-01 -4.0589247e+00  1.5396305e+00]",angry
"[-3.7829651e+02  4.0412460e+01 -2.1608059e+01 -5.9214683e+00
 -6.3249960e+00  4.6072397e+00 -2.3483873e+01 -9.2104979e+00
 -1.1478102e+01 -1.1224885e+00  1.6466541e+00 -2.3627708e+00
 -5.8181477e-01  1.7992376e+00  2.2973905e+00 -4.2392281e-01
 -6.3053951e+00 -1.7687278e+00 -5.8393612e+00 -9.1646910e+00
 -1.9864072e-01  7.1108608e+00  6.7517586e+00  2.3957634e+01
  2.1687614e+01  2.5210636e+01  1.2294237e+01  7.8152094e+00
  3.6607819e+00  2.9445300e+00  2.6344116e+00  7.7226849e+00
  4.7816505e+00 -1.8063286e-01  4.4994330e+00  3.9332945e+00
  4.2035642e+00  3.9648726e+00 -3.2324884e+00 -9.5915347e-01]",angry
"[-3.99110931e+02  3.29912071e+01 -4.42097902e+00  2.19830227e+00
  2.61028123e+00 -5.42230904e-01 -1.94193916e+01 -1.38874578e+00
 -1.36961975e+01 -8.78400326e+00 -1.49597321e+01  6.34347343e+00
  9.85776007e-01  8.88046741e+00 -2.85909271e+00  1.41864881e-01
 -3.11424470e+00 -6.75655031e+00 -5.28233433e+00 -6.98668289e+00
 -2.90330589e-01  9.09449291e+00  4.60503769e+00  2.28034554e+01
  2.39811478e+01  2.09845009e+01  1.25694752e+01  7.77967072e+00
  1.74509978e+00  7.45157480e+00  8.28776360e+00  1.08926916e+01
  4.27051401e+00 -3.52503562e+00 -5.15756845e-01  6.95851994e+00
  2.21532297e+00  7.69713688e+00 -4.27929068e+00  2.59154844e+00]",angry
"[-4.00992004e+02  5.48245239e+01 -7.57230425e+00 -1.80277214e+01
  3.53105187e-01  8.50203705e+00 -1.63480415e+01 -1.33455572e+01
 -1.90338078e+01 -1.14677513e+00 -1.14502964e+01  8.49630165e+00
  6.30605102e-01  5.31136703e+00 -2.09000254e+00 -2.08937383e+00
 -7.09063768e+00 -5.55996227e+00 -6.83593130e+00 -6.72431278e+00
 -5.00944424e+00  3.02840257e+00 -3.42831302e+00  6.60282612e+00
  1.64454861e+01  2.18670197e+01  2.39751530e+01  2.40672150e+01
  1.32484608e+01  1.07441225e+01  6.01877165e+00  8.70561504e+00
  7.14467001e+00  4.92697096e+00  4.80475760e+00 -2.93715048e+00
  2.50065231e+00  8.17640114e+00  3.86522460e+00  3.59454918e+00]",angry
"[-4.1807590e+02  4.1370270e+01 -8.0061274e+00 -2.5506672e-01
 -7.5104362e-01  7.1882706e+00 -2.7105839e+01 -9.2501831e+00
 -9.0442810e+00 -1.9716899e-01  2.7971177e+00 -1.9332329e+00
  3.7574592e+00  4.5021338e+00  1.9430547e+00 -1.6081673e+00
 -1.8564352e+00 -1.0439198e+00 -1.9707859e+00 -8.1876602e+00
 -1.9594012e+00  8.5764086e-01 -2.7144973e+00  1.3368733e+01
  1.4105335e+01  2.6664577e+01  2.1934628e+01  2.2126534e+01
  1.0202741e+01  1.8829215e+00 -6.5459043e-01  6.7149611e+00
  6.5346489e+00  4.3257890e+00  4.0135069e+00  1.9854500e+00
  2.5061331e+00  8.6756630e+00  1.0521733e+00 -2.0124826e-01]",angry
"[-421.53134      51.70108       1.3533559     0.9169088     3.112809
    7.357781    -18.501863     -2.3558295   -12.541322     -8.904819
  -13.752582      0.6481958    -3.5222561     7.711397     -2.6367521
   -4.123868     -4.639434     -4.888937     -4.291034     -7.4678392
   -0.76666826    8.549968      1.6243714    12.953308     15.309502
   17.010294     15.104077     14.159637      5.80991      11.198877
    6.9373074    10.984904      5.548415      0.82698137    1.9286486
    4.7599607     1.7297317     9.349941     -1.6544006     3.121116  ]",angry
"[-419.06528      58.606884      7.47451     -12.452351    -15.751411
   -6.146957    -13.638495      0.57731456  -19.94006      -1.8117307
  -12.152461      4.000651      1.4654634     7.116525     -1.818133
    2.9763324    -6.0721       -6.925107     -8.022079    -11.897086
   -3.8213077     3.4197109     1.4958837    21.162012     24.26652
   29.208054     20.191868     14.461024      1.6964864     3.7118804
    8.223773     12.798947      4.7882195    -1.1503928     0.524021
    0.88127446    4.491599     11.299231     -5.3880787     4.1235642 ]",angry
"[-4.3619543e+02  5.9874966e+01 -3.7728140e+00 -9.5539131e+00
  2.2420194e+00  6.9047608e+00 -1.7713608e+01 -1.0013180e+01
 -1.7695967e+01 -5.0169644e+00 -7.3325973e+00  1.0489527e+01
  1.7878224e+00  3.0532856e+00  3.0611217e+00  1.0603857e+00
 -5.3357129e+00 -5.5909705e+00 -4.2741356e+00 -8.2465668e+00
 -4.2399664e+00  3.0768630e-01 -3.8506055e+00  7.0697246e+00
  8.6492023e+00  1.6346544e+01  1.8208485e+01  2.7945707e+01
  1.8849447e+01  1.7206139e+01  6.3968043e+00  9.2879210e+00
  4.0546784e+00  4.9877868e+00  3.8614731e+00  1.4998709e+00
  1.0103602e+00  1.0946879e+01  3.9509916e+00  6.9654469e+00]",angry
"[-3.8822791e+02  3.9580257e+01 -1.7170745e+00 -3.5727806e+00
 -1.5370754e+00  4.9639812e+00 -1.9510424e+01 -5.8717031e+00
 -1.6544060e+01 -1.5935756e+00 -1.6100079e+01  5.3920398e+00
 -5.1407542e+00  1.7874105e+00  1.6212551e-02  1.5893800e+00
 -3.6985390e+00 -1.0458562e+00 -4.7390532e+00 -4.7255850e+00
 -4.3184933e-01  9.7266445e+00  5.0068679e+00  2.1670052e+01
  2.3668837e+01  2.7120857e+01  1.2560180e+01  9.6525297e+00
 -4.5813990e+00  2.0502417e+00  7.3053875e+00  7.9221416e+00
  5.9105015e+00  2.5935867e-01 -1.0063295e+00  3.7393141e+00
  5.5650873e+00  5.3337831e+00 -4.4011850e+00  2.6373327e+00]",angry
"[-4.63352234e+02  6.48090515e+01  4.30949867e-01 -1.67011189e+00
 -2.42030248e-01  1.12200909e+01 -1.59752817e+01 -4.71507549e+00
 -1.52422895e+01 -5.55222750e+00 -5.70586920e+00  9.81514645e+00
 -5.19130516e+00  2.77916694e+00  1.60329568e+00 -1.02891970e+00
 -9.26186180e+00 -1.95005596e-01 -1.87526810e+00 -7.38038111e+00
  9.95044649e-01 -4.20134544e-01 -3.22574115e+00  8.99834633e+00
  7.29107094e+00  1.65590668e+01  1.55044947e+01  2.20896091e+01
  1.37502775e+01  1.54533148e+01  1.17700863e+01  9.21624470e+00
  6.88808346e+00  3.66136241e+00  2.46400523e+00  3.20987225e+00
  3.77229738e+00  9.98740768e+00  1.79305995e+00  1.95905697e+00]",angry
"[-4.2401666e+02  4.6897545e+01 -1.8744669e+01 -2.1103241e+01
 -1.1455820e+00  4.9016047e+00 -1.6261341e+01  5.1910048e+00
 -6.8945513e+00 -2.4607852e-02 -8.2997332e+00  7.6794243e+00
 -5.7502329e-01  9.1426325e+00  1.9544415e+00  3.3905163e+00
 -3.2021279e+00 -1.8667011e+00 -2.6541991e+00 -6.9356089e+00
 -5.2363741e-01  2.3285737e+00 -1.5237325e+00  1.3111186e+01
  1.6967310e+01  2.5105291e+01  2.3781246e+01  2.2687311e+01
  1.2637485e+01  1.0878648e+01  2.4894593e+00  1.0093774e+01
  6.5626493e+00  2.8879409e+00  1.2215658e+00 -2.6181843e+00
 -1.4219807e+00  8.6030779e+00  6.7185378e-01  2.3591332e-01]",angry
"[-3.7787537e+02  5.7280212e+01 -4.4135575e+00 -1.2258786e+01
 -3.0258039e+01  2.2878640e+00 -2.0967478e+01 -4.4303398e+00
 -1.6909966e+01 -5.1299434e+00  1.8324852e+00 -3.4910839e+00
  2.9942095e-02  1.3433537e-01  1.6833037e+00 -3.5325962e-01
 -7.9570208e+00 -3.9562035e+00 -4.9316354e+00 -1.3136612e+01
 -4.3999104e+00  7.4579186e+00  3.8642838e+00  2.7232323e+01
  3.0426847e+01  3.4192459e+01  1.7062010e+01  1.2986124e+01
  7.6652592e-01  1.9748327e+00  3.6686630e+00  7.1003594e+00
  4.7543225e+00 -6.8517175e+00  5.0874052e+00  1.7145482e+00
  5.2581367e+00  5.9636903e+00 -5.9837399e+00 -2.8008554e+00]",angry
"[-3.8139346e+02  4.9806458e+01 -2.6088480e+01 -1.8768135e+01
 -4.1756954e+00  2.4655557e+00 -2.7294407e+01  5.0756478e+00
 -1.0298249e+01  2.4804547e+00 -6.7490034e+00  3.9298558e+00
 -4.4167213e+00  7.5387864e+00  3.0950177e+00  3.3486142e+00
 -2.9423010e+00  3.4905022e-01 -1.7880472e+00 -1.4220174e+01
 -3.4502285e+00  3.3623888e+00 -2.5073240e+00  1.6619017e+01
  2.4893515e+01  2.8080975e+01  2.5664074e+01  1.5982971e+01
  2.4881923e+00  5.1363029e+00  4.0784421e+00  1.1407047e+01
  5.8455544e+00  1.8275474e+00 -4.9257979e+00 -1.5430541e-01
  5.3852901e+00  5.2724714e+00 -2.6801286e+00 -2.3997152e+00]",angry
"[-4.11404785e+02  3.80129585e+01 -4.45642757e+00  1.38354981e+00
 -5.95987380e-01 -6.40921235e-01 -2.40659752e+01  2.60970831e+00
 -1.36816235e+01 -8.73268890e+00 -1.18128967e+01  7.17193317e+00
  1.17583203e+00  1.03173904e+01 -1.82775915e+00  4.91203165e+00
 -4.47581005e+00 -6.47986269e+00 -5.72918320e+00 -7.95260429e+00
  1.11066079e+00  4.60082483e+00 -9.85505819e-01  1.52586765e+01
  1.80891418e+01  2.40912342e+01  2.36399155e+01  2.22624512e+01
  1.07592239e+01  1.16368866e+01  3.60406089e+00  8.02109718e+00
  7.33825922e+00  9.23630059e-01 -1.38704002e-01 -4.12990391e-01
  9.21287179e-01  7.81258535e+00  1.18911415e-02  2.63166571e+00]",angry
"[-3.8590689e+02  5.5456280e+01 -2.4857931e+01 -1.6160841e+01
 -5.0123963e+00  7.4004650e+00 -2.2107840e+01 -5.4732771e+00
 -1.2619356e+01 -4.2061043e+00  3.0087726e+00  1.0435451e+00
 -8.4744984e-01  3.7766876e+00  2.9376860e+00 -2.4058828e+00
 -3.0791018e+00 -2.7940342e+00 -1.8274443e+00 -1.0045710e+01
 -4.6609621e+00  1.0131934e+00 -2.9118874e+00  1.1380032e+01
  1.0450168e+01  2.2590593e+01  2.0562574e+01  2.1788628e+01
  1.2200841e+01  9.5038891e+00  9.9713540e-01  6.1919498e+00
  6.5700355e+00  4.2732620e+00  5.9010320e+00 -5.0243688e-01
  1.7261042e-01  6.7123075e+00  3.5347731e+00  1.4199568e+00]",angry
"[-4.1680655e+02  4.3891056e+01 -4.6635847e+00 -7.0837152e-01
  1.2258502e+00  2.2287326e+00 -2.2229347e+01 -1.2994038e+00
 -1.3341156e+01 -1.1134033e+01 -1.2364498e+01  8.5750294e+00
 -5.4293841e-02  6.7685494e+00  2.2291791e+00  2.4451623e+00
 -5.4136825e+00 -3.7407670e+00 -3.6488869e+00 -6.4964333e+00
  2.4496567e+00  4.5061741e+00  3.0554411e+00  1.9822464e+01
  1.8759123e+01  2.5194469e+01  2.0084984e+01  1.4811301e+01
  5.6308284e+00  5.1688423e+00  7.0510802e+00  9.7766972e+00
  5.5298562e+00 -1.0016521e+00 -1.5199627e+00 -7.3466921e-01
  3.8274887e+00  9.1308365e+00  6.9350916e-01 -3.7839028e-01]",angry
"[-4.0552292e+02  6.3094051e+01 -2.3975691e+01 -2.7529947e+01
 -6.1053066e+00  9.2917480e+00 -1.8527103e+01 -5.9638419e+00
 -1.7206514e+01 -2.7704018e-01 -1.0121314e+01  1.5111688e+01
 -5.8125550e-01  4.7873425e+00  8.8595134e-01  3.6546216e+00
 -7.5760450e+00 -7.9574022e+00 -2.1842270e+00 -1.2305842e+01
 -6.4414877e-01  1.6407059e+00  1.3196664e-01  1.2304149e+01
  1.7228203e+01  2.6534248e+01  2.6679901e+01  2.7280405e+01
  1.5309751e+01  1.1981536e+01  3.2049448e+00  9.9806595e+00
  8.0852757e+00  1.5238782e+00  1.2958658e+00 -6.5119491e+00
  2.4858490e-01  8.2232361e+00  4.2757144e+00  2.4686123e-01]",angry
"[-4.24041809e+02  5.80710487e+01 -1.29394321e+01 -5.56139612e+00
  2.36668801e+00 -3.51669240e+00 -2.31657257e+01 -2.88105798e+00
 -1.38343592e+01 -6.60750198e+00 -1.76539459e+01  8.99036789e+00
  1.49434900e+00  7.36287355e+00  1.46687269e+00 -1.62991837e-01
  1.17069900e+00 -5.37733507e+00 -4.03903723e+00 -8.39434528e+00
 -6.38682938e+00  4.85281515e+00 -4.49644184e+00  5.24317694e+00
  1.06252165e+01  1.51385860e+01  2.03497372e+01  3.07444992e+01
  2.39905319e+01  2.27829552e+01  8.12339783e+00  6.12424660e+00
  2.28525925e+00  4.17810154e+00  5.52570677e+00  1.56241024e+00
 -7.12080574e+00  8.82002473e-01 -2.37491261e-02  5.58455086e+00]",angry
"[-405.36996     61.857857     4.0093365   -4.785085   -21.687056
   -1.9329715  -22.797       -6.215242   -22.529604    -4.0031157
    5.6415625    1.9372572    2.4473965    5.3369803    1.73822
    0.8584554   -2.238989    -1.8328741   -2.217482   -10.995407
   -3.4346519   -1.4669999   -5.3325024    9.760099     9.234381
   23.15563     20.227749    26.406094    18.10345     10.775884
    5.2327785    3.3315268    8.539982     1.5350759    8.391812
    1.715459    -2.6797888    5.2630963    2.1097047    2.2485962]",angry
"[-374.56265      68.906204     -5.9214807   -11.375696    -19.091164
   -8.566286    -19.33232       5.212112    -19.990107     -2.785297
   -7.4384036     3.939111     -4.036001      6.87649      -0.94780666
   -1.5973762     3.4494405    -8.073859     -3.3537626   -14.865323
   -8.220438      4.3890815     1.738324     25.43703      31.96819
   30.475117     23.594868     12.729324     -4.8559017     1.9226267
    5.473239      7.783803      4.7121634    -5.84862       1.7170712
    4.5145063     1.7207518     5.3458266    -4.1666403    -1.1118315 ]",angry
"[-402.6213       75.70857      -3.6688669   -36.36737     -12.857911
   13.708333    -19.476473     -7.865543    -16.51535      -2.547549
  -13.106798      3.8807688     1.0169668    14.481104      1.123969
   -2.4379814    -0.52245206   -1.9694302    -2.345057    -11.538633
   -9.032769      2.1740408    -7.496995      6.7791605    13.6992445
   22.462843     25.14784      30.385586     15.655298     15.695151
    8.038358      6.40752       9.304259      2.5341477     2.1490602
    2.3586826     4.3192654     5.0416594     0.8330631     0.49568298]",angry
"[-4.31570160e+02  4.75324707e+01 -1.38130808e+01 -1.02539787e+01
 -5.83291721e+00  9.20412922e+00 -1.59983568e+01  4.13201809e+00
 -1.16989527e+01 -4.42593431e+00 -7.96335363e+00  1.28350964e+01
  2.26052666e+00  9.65784645e+00  5.15605021e+00  4.69701815e+00
 -4.40093565e+00 -4.93358183e+00 -2.48135829e+00 -6.73780394e+00
 -2.11701345e+00  3.17340660e+00 -3.37811708e+00  5.34187222e+00
  1.01364155e+01  1.88523197e+01  2.19604568e+01  2.56620464e+01
  1.60320320e+01  1.53660688e+01  5.81373787e+00  9.98174953e+00
  6.47726774e+00  3.98773599e+00  4.16797876e-01 -2.52557921e+00
  6.86505198e-01  7.16536617e+00  4.22347164e+00  4.04148388e+00]",angry
"[-3.6397791e+02  5.4630856e+01 -1.1745087e+01 -2.5206573e+00
 -1.9570884e+00 -4.2256908e+00 -2.5679216e+01 -3.2772889e+00
 -1.4832182e+01 -3.3596189e+00 -1.1202990e+01  3.1822498e+00
 -2.9726062e+00  5.2636347e+00 -5.3203554e+00 -2.1681833e+00
 -2.9813433e+00 -2.7223969e+00 -7.1423545e+00 -1.3795713e+01
 -1.9237599e-01  7.7631187e+00  8.4174662e+00  2.8353275e+01
  2.7065155e+01  2.7346243e+01  1.4880542e+01  9.0167036e+00
 -1.6806620e+00  3.7046945e+00  8.8019981e+00  9.8147793e+00
  1.5128551e+00 -2.1448224e+00  2.8535733e+00  5.2284942e+00
  1.3595133e+00  2.2403412e+00 -2.7591732e+00  1.9610320e+00]",angry
"[-3.96251404e+02  6.92011337e+01 -1.01094732e+01 -1.65734844e+01
 -6.34484529e+00  5.54968166e+00 -2.02588215e+01 -1.72886992e+00
 -1.48550682e+01  1.41654301e+00 -1.20946341e+01  2.27763557e+00
 -3.02544260e+00  3.96448612e+00 -6.79193687e+00 -6.60756528e-01
  7.54143298e-01 -3.51578307e+00 -8.78051877e-01 -1.27797575e+01
 -6.88871336e+00  5.22430992e+00  1.05514717e+00  1.80006142e+01
  2.41937733e+01  2.65517120e+01  2.13994236e+01  1.79082813e+01
  3.41607690e-01  3.42758226e+00  5.72757435e+00  6.55488253e+00
  3.86841679e+00 -3.84483147e+00  5.01378536e+00  4.64431763e+00
  3.65916133e+00  4.85833979e+00  1.71944678e-01  1.30777824e+00]",angry
"[-3.9235318e+02  5.3519711e+01 -4.5050025e+00  2.2109921e+00
 -6.0261598e+00  7.1762433e+00 -1.8527435e+01 -1.1944102e+01
 -1.5617627e+01 -1.0810170e+01 -5.9145646e+00 -2.9694941e+00
  2.1944425e+00 -1.4587951e-01  1.3425504e+00 -3.8800271e+00
 -7.8846574e+00  8.8692695e-01 -4.7197661e+00 -9.5761690e+00
 -2.6574106e+00 -2.7960865e+00 -3.7189562e+00  8.3496418e+00
  7.2011156e+00  2.2355164e+01  1.9052803e+01  2.7162281e+01
  1.7917271e+01  9.9143896e+00  4.2797704e+00  3.7510896e+00
  8.1010094e+00  4.2357306e+00  8.0044689e+00  2.6343477e+00
 -1.1721802e+00  6.1392817e+00  1.2257850e+00  2.6724715e+00]",angry
"[-4.04919861e+02  4.49541245e+01 -6.90376377e+00  4.68562937e+00
 -3.30040550e+00  1.10504265e+01 -2.22282867e+01 -1.31255970e+01
 -1.61177979e+01 -4.02363157e+00  1.32702971e+00 -2.49109960e+00
  3.33785391e+00  1.16654825e+00  1.45196009e+00 -2.59643054e+00
 -6.06872749e+00  1.65593594e-01 -5.90943813e+00 -8.61541271e+00
 -3.81926870e+00  1.78859353e+00 -3.32809019e+00  1.01757011e+01
  1.16800327e+01  2.12448635e+01  1.73358021e+01  2.07196198e+01
  1.24610929e+01  8.34745884e+00  3.22648692e+00  6.04591036e+00
  6.17877913e+00  3.53726649e+00  6.64749575e+00  3.80393839e+00
  2.67912102e+00  8.20282936e+00  3.12970734e+00  3.42325306e+00]",angry
"[-4.4345062e+02  6.2342487e+01  2.1924927e+00 -2.9658451e+00
 -3.3767154e+00  7.0023403e+00 -1.4958907e+01 -7.6055079e+00
 -1.5438074e+01 -4.3708758e+00 -8.4274759e+00  1.0314044e+01
 -5.6627507e+00  2.2824757e+00  1.6714466e-01 -3.3698165e-01
 -5.8604198e+00 -2.1085796e+00 -5.3513927e+00 -7.3468046e+00
 -3.3533595e+00 -2.2050281e+00 -1.9057860e+00  9.7624407e+00
  1.0605960e+01  2.0134035e+01  1.7518843e+01  2.3292931e+01
  1.3960064e+01  1.2780402e+01  8.5935411e+00  1.1392088e+01
  6.5072913e+00  7.1257453e+00  3.1583321e+00  1.2384614e+00
  2.2046988e+00  1.2112910e+01  1.6276162e+00  2.3233333e+00]",angry
"[-4.3827951e+02  3.6223663e+01  4.0739594e+00 -2.6628768e+00
  3.7435579e-01  7.9244685e+00 -1.4066970e+01 -4.6752939e+00
 -1.0371509e+01 -1.7392105e+00 -1.2969274e+01  7.3512144e+00
 -4.0436502e+00  5.9433689e+00  6.1502624e-01  1.5836611e+00
 -2.9647009e+00 -1.1814938e+00 -5.0079646e+00 -4.6843848e+00
 -3.8264632e+00  3.6943717e+00  3.5119529e+00  1.3620480e+01
  1.5016513e+01  2.4739916e+01  1.4192123e+01  1.8555471e+01
  6.6176052e+00  8.0855742e+00  4.0867033e+00  1.0562472e+01
  3.9756718e+00  4.1849561e+00  4.1656961e+00 -1.2764208e+00
  5.8375663e-01  1.0267586e+01  5.1510036e-01  3.2201705e+00]",angry
"[-4.10597961e+02  3.69607468e+01 -6.98105037e-01  9.42915344e+00
 -3.08319759e+00 -2.08636299e-01 -2.14221992e+01  2.76107907e+00
 -1.68059769e+01 -7.75085020e+00 -1.27240963e+01 -1.18495297e+00
 -5.58943033e+00  5.66214228e+00 -2.64766335e+00  4.01493043e-01
 -2.32919979e+00 -1.28720611e-01 -4.58773088e+00 -6.52594662e+00
 -7.21553028e-01  7.04971218e+00  5.94160032e+00  2.07419014e+01
  2.43245792e+01  2.79315281e+01  1.69113731e+01  1.03307705e+01
 -1.95840120e+00  3.59912515e+00  3.21901202e+00  7.92149830e+00
  5.46561813e+00 -2.35543871e+00 -3.05559611e+00  1.35407734e+00
  4.66526413e+00  4.43464899e+00 -4.03063917e+00  8.98894012e-01]",angry
